"","x1_department","x2_salary","x3_timecompany","x4_promotion5yr","x5_workaccident","x6_workhours","x7_nprojects","x8_lasteval","x9_satisflevel","y_empleft"
"13744","management","high",3,0,0,144,3,77,89,0
"13745","sales","low",3,0,0,211,5,91,60,0
"13746","sales","low",3,0,0,139,4,79,64,0
"13747","sales","low",3,0,0,268,3,66,57,0
"13748","sales","low",3,0,1,171,5,98,56,0
"13749","sales","medium",2,0,0,260,4,90,60,0
"13750","sales","medium",3,0,0,224,6,66,17,0
"13751","sales","medium",3,0,0,233,4,49,74,0
"13752","sales","medium",7,0,0,125,3,41,44,0
"13753","sales","medium",7,0,0,233,4,89,51,0
"13754","sales","medium",7,0,0,162,3,57,86,0
"13755","sales","medium",7,0,0,198,4,48,96,0
"13756","sales","medium",7,0,0,198,4,82,87,0
"13757","sales","medium",3,0,1,243,3,79,58,0
"13758","sales","medium",7,0,0,281,4,56,24,0
"13759","sales","medium",7,0,1,259,4,80,42,0
"13760","sales","medium",7,0,0,184,4,94,65,0
"13761","sales","medium",3,0,1,189,6,92,73,0
"13762","sales","medium",3,0,0,258,4,60,63,0
"13763","sales","medium",3,0,0,225,4,48,95,0
"13764","sales","medium",3,0,0,145,5,83,52,0
"13765","sales","medium",3,0,0,164,3,55,96,0
"13766","sales","medium",2,0,0,254,4,51,66,0
"13767","sales","medium",6,0,1,154,4,44,98,0
"13768","sales","medium",3,0,0,248,5,79,56,0
"13769","sales","medium",8,0,1,154,3,54,97,0
"13770","sales","medium",8,0,0,242,3,92,72,0
"13771","sales","medium",8,0,0,194,4,78,74,0
"13772","sales","medium",8,0,0,261,5,60,20,0
"13773","sales","medium",8,0,0,245,3,56,73,0
"13774","sales","low",3,0,0,247,3,79,76,0
"13775","sales","low",10,0,0,147,4,54,65,0
"13776","sales","low",10,0,1,139,3,50,66,0
"13777","sales","low",10,0,0,137,6,97,96,0
"13778","sales","low",8,0,0,177,4,55,57,0
"13779","IT","low",8,0,0,184,4,82,61,0
"13780","product_mng","low",8,0,0,212,3,69,57,0
"13781","product_mng","low",4,0,0,159,3,47,59,0
"13782","product_mng","low",3,0,0,178,4,68,92,0
"13783","product_mng","low",10,0,0,149,3,56,79,0
"13784","IT","low",10,0,0,223,4,66,95,0
"13785","management","high",7,0,0,263,6,81,24,0
"13786","management","high",7,0,0,161,4,52,49,0
"13787","management","high",7,0,0,192,3,68,49,0
"13788","management","high",7,0,0,215,5,51,97,0
"13789","management","high",3,0,0,261,4,78,55,0
"13790","management","high",10,0,0,222,5,56,76,0
"13791","marketing","low",10,0,0,223,3,99,53,0
"13792","sales","low",10,0,0,182,3,86,51,0
"13793","accounting","low",10,0,0,204,2,93,57,0
"13794","support","low",10,0,0,195,3,91,58,0
"13795","technical","low",10,0,0,146,4,98,60,0
"13796","management","low",4,0,1,233,4,74,65,0
"13797","marketing","low",3,0,0,147,2,75,91,0
"13798","marketing","low",5,0,0,156,3,55,65,0
"13799","marketing","low",2,0,1,240,3,49,18,0
"13800","sales","low",7,0,0,177,4,90,66,0
"13801","sales","medium",7,0,0,135,3,80,78,0
"13802","sales","medium",7,0,1,178,5,65,82,0
"13803","sales","medium",7,0,0,190,3,64,54,0
"13804","sales","medium",7,0,0,240,3,84,95,0
"13805","sales","medium",3,0,0,172,4,85,65,0
"13806","sales","medium",7,0,0,271,3,55,83,0
"13807","sales","medium",7,0,0,188,5,60,15,0
"13808","IT","medium",7,0,0,197,4,59,59,0
"13809","product_mng","medium",3,0,0,151,5,94,99,0
"13810","product_mng","medium",3,0,0,263,3,72,76,0
"13811","product_mng","medium",3,0,0,223,2,67,64,0
"13812","product_mng","medium",3,0,0,151,4,75,95,0
"13813","IT","high",3,0,0,191,3,66,53,0
"13814","management","high",2,0,0,162,2,50,59,0
"13815","management","high",6,0,0,195,5,86,69,0
"13816","management","high",3,0,0,222,4,49,50,0
"13817","management","high",8,0,0,179,3,96,89,0
"13818","management","high",8,0,0,106,3,39,56,0
"13819","management","high",8,0,1,214,3,68,77,0
"13820","marketing","high",8,0,1,259,3,75,15,0
"13821","sales","low",8,0,0,145,3,58,88,0
"13822","accounting","low",3,0,0,153,4,86,89,0
"13823","support","low",10,0,1,117,2,52,65,0
"13824","technical","low",10,0,0,207,3,99,58,0
"13825","management","low",10,0,1,265,3,85,56,0
"13826","marketing","low",8,0,0,279,5,72,25,0
"13827","marketing","low",8,0,0,225,4,89,87,0
"13828","marketing","low",8,0,1,158,3,40,62,0
"13829","sales","medium",4,0,0,211,4,75,72,0
"13830","sales","medium",3,0,0,175,4,94,49,0
"13831","sales","medium",10,0,0,224,4,91,57,0
"13832","sales","medium",10,0,0,190,3,65,63,0
"13833","sales","medium",7,0,0,240,5,63,91,0
"13834","sales","medium",7,0,0,225,5,68,70,0
"13835","sales","medium",7,0,0,192,5,95,66,0
"13836","IT","medium",7,0,0,262,5,48,77,0
"13837","product_mng","medium",3,0,1,250,3,97,68,0
"13838","product_mng","medium",10,0,0,155,3,46,34,0
"13839","product_mng","medium",10,0,1,238,4,64,97,0
"13840","product_mng","medium",10,0,0,249,4,75,57,0
"13841","IT","medium",10,0,0,272,3,65,66,0
"13842","management","high",10,0,0,162,4,67,68,0
"13843","management","high",10,0,0,254,4,78,49,0
"13844","management","high",3,0,0,184,4,66,72,0
"13845","management","high",10,0,0,269,4,89,77,0
"13846","management","high",10,0,0,201,3,73,77,0
"13847","management","high",10,0,0,247,4,73,59,0
"13848","marketing","medium",10,0,0,221,6,67,41,0
"13849","sales","medium",10,0,0,247,5,64,94,0
"13850","accounting","medium",10,0,0,135,4,61,91,0
"13851","support","medium",4,0,1,260,3,84,70,0
"13852","technical","high",3,0,0,188,3,52,51,0
"13853","management","low",5,0,0,159,4,70,22,0
"13854","marketing","medium",2,0,0,153,3,65,69,0
"13855","marketing","medium",7,0,0,167,5,68,20,0
"13856","marketing","medium",7,0,0,158,3,85,90,0
"13857","sales","medium",7,0,0,180,3,85,76,0
"13858","sales","medium",7,0,0,211,3,51,88,0
"13859","sales","medium",7,0,1,104,4,63,31,0
"13860","sales","medium",3,0,0,174,6,66,17,0
"13861","sales","medium",7,0,0,195,3,77,91,0
"13862","sales","medium",7,0,1,211,5,38,97,0
"13863","sales","medium",7,0,0,232,5,77,61,0
"13864","sales","low",3,0,0,216,5,67,74,0
"13865","IT","low",3,0,0,265,5,82,65,0
"13866","product_mng","low",3,0,0,184,5,73,87,0
"13867","product_mng","low",3,0,0,244,5,71,56,0
"13868","product_mng","low",3,0,0,202,4,69,78,0
"13869","product_mng","low",2,0,0,146,3,57,73,0
"13870","IT","low",6,0,0,161,4,78,66,0
"13871","other","high",3,0,1,280,5,81,15,0
"13872","other","low",8,0,1,208,5,69,52,0
"13873","other","high",8,0,0,134,6,66,44,0
"13874","other","high",8,0,0,162,3,70,70,0
"13875","other","low",8,0,1,209,5,52,63,0
"13876","other","low",8,0,0,265,3,59,89,0
"13877","marketing","high",3,0,0,173,4,85,96,0
"13878","sales","low",10,0,1,261,4,99,98,0
"13879","accounting","medium",10,0,0,204,3,82,62,0
"13880","support","high",10,0,1,144,3,73,62,0
"13881","technical","medium",8,0,0,113,5,43,69,0
"13882","management","medium",8,0,0,144,4,91,50,0
"13883","marketing","medium",8,0,0,140,5,93,71,0
"13884","marketing","medium",4,0,0,245,3,68,50,0
"13885","marketing","high",3,0,0,188,3,60,93,0
"13886","sales","medium",10,0,1,199,5,77,95,0
"13887","sales","medium",10,0,1,154,6,61,17,0
"13888","sales","medium",7,0,0,138,4,68,92,0
"13889","sales","high",7,0,0,147,3,48,64,0
"13890","sales","medium",7,0,0,173,6,42,27,0
"13891","sales","high",7,0,0,223,3,87,66,0
"13892","sales","low",3,0,0,200,3,69,59,0
"13893","sales","medium",10,0,0,189,4,98,93,0
"13894","technical","medium",10,0,0,133,5,67,58,0
"13895","support","medium",10,0,0,160,3,60,96,0
"13896","support","medium",10,0,0,153,3,85,69,0
"13897","support","low",10,0,1,142,4,38,41,0
"13898","support","low",10,0,0,167,3,41,36,0
"13899","support","low",2,0,0,227,4,78,71,0
"13900","support","low",4,0,0,144,4,90,94,0
"13901","support","low",3,0,0,140,4,76,51,0
"13902","support","low",3,0,1,220,4,48,83,0
"13903","support","low",3,0,0,180,3,62,22,0
"13904","support","low",4,0,0,173,4,89,66,0
"13905","support","low",5,0,0,179,3,58,14,0
"13906","technical","low",5,0,1,137,5,96,16,0
"13907","technical","high",3,0,0,165,3,78,81,0
"13908","technical","low",3,0,0,177,3,94,73,0
"13909","management","low",3,0,0,168,5,58,70,0
"13910","IT","low",4,0,0,245,3,73,62,0
"13911","IT","low",2,0,0,258,5,83,50,0
"13912","IT","high",2,0,0,159,3,88,70,0
"13913","IT","low",3,0,1,163,3,73,53,0
"13914","IT","low",2,0,0,174,3,90,87,0
"13915","product_mng","low",2,0,1,214,3,60,59,0
"13916","product_mng","high",3,0,1,191,4,67,94,0
"13917","product_mng","low",5,0,0,272,5,53,20,0
"13918","product_mng","medium",2,0,0,183,3,44,42,0
"13919","IT","high",2,0,0,135,4,66,43,0
"13920","management","high",2,0,0,154,6,76,43,0
"13921","management","high",3,0,0,238,5,86,77,0
"13922","management","high",3,0,0,235,2,98,76,0
"13923","management","high",4,0,0,215,3,90,82,0
"13924","management","high",2,0,0,234,5,66,75,0
"13925","management","high",3,0,0,187,4,98,63,0
"13926","sales","medium",3,0,0,133,3,75,51,0
"13927","sales","medium",5,0,0,123,3,70,23,0
"13928","sales","medium",3,0,0,202,4,58,77,0
"13929","sales","medium",3,0,0,140,4,63,54,0
"13930","sales","high",3,0,1,182,4,85,63,0
"13931","sales","low",2,0,1,179,3,45,55,0
"13932","sales","medium",3,0,1,150,3,63,31,0
"13933","sales","medium",3,0,0,151,4,74,98,0
"13934","sales","medium",7,0,0,117,6,95,16,0
"13935","sales","medium",7,0,0,156,3,78,54,0
"13936","sales","medium",7,0,0,211,3,48,73,0
"13937","sales","medium",7,1,0,286,6,63,16,0
"13938","sales","medium",7,1,0,233,5,82,57,0
"13939","sales","medium",3,1,1,222,4,88,88,0
"13940","sales","medium",7,1,0,258,4,81,95,0
"13941","sales","high",7,1,0,231,5,70,93,0
"13942","sales","low",7,1,0,220,3,58,91,0
"13943","sales","low",3,1,0,134,4,82,77,0
"13944","sales","low",3,0,1,141,6,94,24,0
"13945","sales","high",3,0,1,160,5,74,74,0
"13946","sales","low",3,0,0,259,4,59,53,0
"13947","sales","low",3,0,0,232,5,77,89,0
"13948","sales","low",2,0,0,272,5,77,23,0
"13949","sales","high",6,0,0,215,3,66,69,0
"13950","sales","low",3,0,0,222,4,72,52,0
"13951","sales","low",8,0,0,244,3,58,90,0
"13952","sales","low",8,0,1,224,5,63,92,0
"13953","sales","low",8,0,1,200,5,59,72,0
"13954","sales","low",8,0,0,143,4,61,92,0
"13955","sales","low",8,0,0,238,5,86,79,0
"13956","sales","low",3,0,0,145,4,89,48,0
"13957","sales","medium",10,0,0,108,4,76,27,0
"13958","sales","medium",10,0,0,247,3,49,67,0
"13959","sales","medium",10,0,0,213,3,70,48,0
"13960","IT","medium",8,0,1,209,4,60,99,0
"13961","product_mng","medium",8,0,0,240,4,88,49,0
"13962","product_mng","medium",8,0,1,100,3,45,39,0
"13963","product_mng","medium",4,0,1,265,4,92,99,0
"13964","product_mng","medium",3,0,0,209,3,57,78,0
"13965","IT","medium",10,0,0,154,3,73,50,0
"13966","management","high",10,0,0,230,5,79,61,0
"13967","management","high",7,1,0,208,4,60,88,0
"13968","management","high",7,1,1,141,2,44,44,0
"13969","management","high",7,1,1,262,3,78,73,0
"13970","management","high",7,1,0,206,4,84,58,0
"13971","management","high",3,1,1,166,3,98,74,0
"13972","marketing","medium",10,1,0,117,4,48,32,0
"13973","sales","medium",10,0,0,273,4,83,88,0
"13974","accounting","medium",10,0,0,270,4,90,81,0
"13975","support","low",10,0,0,138,3,92,59,0
"13976","technical","low",10,0,0,235,3,65,79,0
"13977","management","low",10,0,1,190,4,64,92,0
"13978","marketing","low",3,0,0,192,3,85,76,0
"13979","marketing","low",3,0,1,214,5,65,91,0
"13980","marketing","low",2,0,1,242,4,84,80,0
"13981","sales","low",2,0,0,233,4,72,73,0
"13982","sales","low",4,0,0,218,3,53,88,0
"13983","sales","low",4,0,0,125,5,40,65,0
"13984","sales","low",2,0,0,178,4,50,84,0
"13985","sales","low",3,0,0,272,5,50,93,0
"13986","sales","low",4,0,0,265,3,60,64,0
"13987","sales","low",3,0,0,271,4,72,66,0
"13988","sales","low",3,0,1,179,3,56,76,0
"13989","IT","low",4,0,0,118,3,72,34,0
"13990","product_mng","low",5,0,0,196,4,80,48,0
"13991","product_mng","low",2,0,0,173,4,61,79,0
"13992","product_mng","low",3,0,0,156,4,67,82,0
"13993","product_mng","low",3,0,0,180,2,71,51,0
"13994","IT","low",3,0,0,263,4,78,84,0
"13995","management","high",3,0,0,134,5,79,66,0
"13996","management","high",3,0,1,189,3,88,72,0
"13997","management","high",4,0,0,167,4,91,53,0
"13998","management","high",2,0,1,132,5,80,81,0
"13999","management","high",2,0,0,209,3,90,58,0
"14000","management","high",5,0,1,227,2,56,82,0
"14001","marketing","medium",3,0,0,239,4,99,72,0
"14002","sales","medium",4,0,0,172,4,54,90,0
"14003","accounting","medium",4,0,0,188,3,91,98,0
"14004","support","medium",3,0,0,265,3,74,56,0
"14005","technical","medium",3,0,1,153,3,82,77,0
"14006","management","medium",2,0,0,242,4,89,61,0
"14007","marketing","medium",3,1,1,262,4,61,97,0
"14008","marketing","high",2,1,0,246,3,55,64,0
"14009","marketing","low",2,1,0,211,4,97,99,0
"14010","sales","medium",4,1,0,145,3,42,61,0
"14011","sales","medium",3,1,0,256,4,71,72,0
"14012","sales","medium",2,1,1,245,2,91,67,0
"14013","sales","medium",3,0,0,151,3,56,90,0
"14014","sales","low",2,0,0,245,4,73,90,0
"14015","sales","low",3,0,0,171,4,61,63,0
"14016","sales","low",2,0,0,252,3,88,64,0
"14017","IT","low",2,0,0,175,3,65,44,0
"14018","product_mng","low",3,0,0,210,4,94,64,0
"14019","product_mng","low",2,0,0,180,2,95,65,0
"14020","product_mng","low",5,0,0,103,5,90,69,0
"14021","product_mng","low",3,0,0,110,4,51,93,0
"14022","IT","low",3,0,0,184,5,90,73,0
"14023","management","high",2,0,0,161,4,60,83,0
"14024","management","high",3,0,0,210,5,49,82,0
"14025","management","high",2,0,0,212,2,91,39,0
"14026","management","high",6,0,0,106,6,47,53,0
"14027","management","high",3,0,0,179,4,81,88,0
"14028","management","high",3,0,0,217,5,60,80,0
"14029","marketing","low",3,0,0,184,4,79,68,0
"14030","sales","low",2,0,0,210,3,60,66,0
"14031","accounting","low",2,0,0,246,4,61,61,0
"14032","support","low",3,0,0,262,4,55,74,0
"14033","technical","low",3,1,1,245,4,83,61,0
"14034","management","low",3,1,1,222,3,99,57,0
"14035","marketing","medium",4,1,0,146,4,54,68,0
"14036","marketing","medium",3,1,0,263,4,79,75,0
"14037","marketing","medium",2,1,0,134,5,57,29,0
"14038","sales","medium",4,1,0,250,5,81,81,0
"14039","sales","medium",3,0,0,173,4,68,53,0
"14040","sales","medium",3,0,0,173,6,96,42,0
"14041","sales","medium",3,0,1,252,4,67,64,0
"14042","sales","medium",4,0,0,230,2,50,63,0
"14043","sales","medium",2,0,1,212,4,81,81,0
"14044","sales","medium",2,0,0,187,5,66,71,0
"14045","sales","medium",2,0,0,241,5,83,70,0
"14046","IT","medium",4,0,0,164,3,100,53,0
"14047","product_mng","high",6,0,1,218,6,93,16,0
"14048","product_mng","low",3,0,0,194,4,55,17,0
"14049","product_mng","medium",2,0,0,158,3,95,70,0
"14050","product_mng","medium",4,0,0,149,2,88,43,0
"14051","IT","medium",2,0,0,161,4,62,49,0
"14052","management","high",2,0,0,226,5,90,50,0
"14053","management","high",2,0,0,111,2,59,57,0
"14054","management","high",3,0,0,258,4,75,68,0
"14055","management","high",2,0,0,266,3,61,62,0
"14056","management","high",3,0,0,253,3,75,69,0
"14057","management","high",3,0,0,160,5,70,63,0
"14058","marketing","low",3,0,1,230,5,62,76,0
"14059","sales","low",3,0,0,198,5,76,62,0
"14060","accounting","low",3,0,0,250,3,69,82,0
"14061","support","low",5,0,0,225,4,70,20,0
"14062","technical","low",3,0,1,178,3,70,16,0
"14063","management","low",3,0,0,196,4,78,20,0
"14064","marketing","low",2,0,0,240,4,51,53,0
"14065","marketing","low",3,0,0,204,3,63,71,0
"14066","marketing","low",3,0,0,250,3,93,70,0
"14067","sales","low",2,0,0,224,2,94,92,0
"14068","sales","low",3,0,0,268,4,92,81,0
"14069","sales","low",3,0,0,167,5,62,79,0
"14070","sales","low",3,0,0,168,3,64,53,0
"14071","sales","low",2,0,0,168,4,56,51,0
"14072","sales","low",3,0,0,158,5,90,78,0
"14073","sales","low",3,0,0,240,3,91,50,0
"14074","sales","medium",4,0,0,261,4,100,92,0
"14075","technical","medium",2,0,0,176,4,54,59,0
"14076","support","medium",3,0,0,217,3,55,77,0
"14077","support","medium",2,0,0,224,5,87,74,0
"14078","support","medium",3,0,0,196,4,97,67,0
"14079","support","medium",3,0,0,223,3,59,56,0
"14080","support","medium",5,0,1,131,5,44,84,0
"14081","support","medium",2,0,0,167,2,77,53,0
"14082","support","medium",3,0,0,273,5,71,86,0
"14083","support","medium",3,0,0,98,3,68,77,0
"14084","support","medium",3,0,0,253,4,94,97,0
"14085","support","medium",3,0,0,174,5,87,69,0
"14086","support","high",2,0,0,274,3,90,73,0
"14087","technical","low",5,0,0,174,6,47,42,0
"14088","technical","medium",5,0,0,173,5,47,40,0
"14089","technical","medium",4,0,0,198,2,41,33,0
"14090","management","medium",2,0,0,238,3,66,68,0
"14091","IT","medium",2,0,0,256,3,80,78,0
"14092","IT","low",2,0,0,179,3,60,92,0
"14093","IT","low",4,0,1,273,4,66,66,0
"14094","IT","low",4,0,0,104,3,45,60,0
"14095","IT","low",3,0,1,208,4,83,86,0
"14096","product_mng","low",2,0,0,275,3,49,61,0
"14097","product_mng","low",2,0,1,231,3,68,71,0
"14098","product_mng","low",3,0,0,186,4,62,86,0
"14099","product_mng","low",3,0,0,241,3,59,96,0
"14100","IT","low",2,0,1,194,3,54,70,0
"14101","management","high",3,1,0,196,4,49,38,0
"14102","management","high",3,1,0,185,6,75,39,0
"14103","management","high",2,1,1,148,2,40,49,0
"14104","management","high",3,1,0,150,4,62,78,0
"14105","management","high",5,1,0,121,5,79,74,0
"14106","management","high",3,1,0,266,4,76,82,0
"14107","sales","low",6,0,0,109,2,42,60,0
"14108","sales","low",4,0,0,143,3,99,72,0
"14109","sales","low",3,0,0,174,3,97,73,0
"14110","sales","medium",2,0,0,159,4,55,89,0
"14111","sales","medium",2,0,0,157,4,94,74,0
"14112","sales","medium",2,0,0,222,2,57,83,0
"14113","sales","medium",5,0,1,199,5,88,24,0
"14114","sales","medium",7,0,1,255,3,89,93,0
"14115","sales","medium",7,0,0,253,4,62,96,0
"14116","sales","medium",7,0,1,149,5,68,16,0
"14117","sales","medium",7,0,0,285,6,85,21,0
"14118","sales","medium",7,0,0,164,3,54,69,0
"14119","sales","medium",3,0,1,243,3,96,66,0
"14120","sales","medium",7,0,0,207,2,39,67,0
"14121","sales","medium",7,0,0,186,4,58,85,0
"14122","sales","high",7,0,0,211,4,92,37,0
"14123","sales","low",3,0,0,190,2,64,64,0
"14124","sales","medium",3,0,0,241,2,82,91,0
"14125","sales","medium",3,0,0,206,3,68,96,0
"14126","sales","medium",3,0,0,273,4,70,74,0
"14127","sales","medium",3,0,0,157,2,99,94,0
"14128","sales","low",2,0,0,183,3,72,37,0
"14129","sales","low",6,0,1,151,3,85,92,0
"14130","sales","low",3,0,0,217,3,72,86,0
"14131","sales","low",8,0,1,235,5,49,66,0
"14132","sales","low",8,0,0,127,4,61,19,0
"14133","sales","low",8,0,0,167,5,61,65,0
"14134","sales","low",8,0,0,260,3,44,92,0
"14135","sales","low",8,0,0,240,3,80,83,0
"14136","sales","low",3,0,0,187,4,82,94,0
"14137","sales","low",2,0,0,126,3,69,42,0
"14138","sales","low",3,0,0,168,6,53,78,0
"14139","sales","low",5,0,0,197,4,76,58,0
"14140","sales","low",8,0,0,170,2,64,50,0
"14141","IT","low",8,0,1,219,3,76,82,0
"14142","product_mng","low",8,0,1,137,6,92,97,0
"14143","product_mng","low",4,0,0,225,3,93,80,0
"14144","product_mng","low",3,0,0,194,3,84,82,0
"14145","product_mng","low",4,0,0,251,5,99,95,0
"14146","IT","low",4,0,0,195,5,51,88,0
"14147","management","high",7,1,0,180,3,86,50,0
"14148","management","high",7,1,1,225,2,80,53,0
"14149","management","high",7,1,0,229,3,74,82,0
"14150","management","high",7,1,0,144,6,74,15,0
"14151","management","high",3,1,0,129,3,70,92,0
"14152","management","high",10,1,0,172,3,74,53,0
"14153","marketing","medium",10,0,0,220,4,100,58,0
"14154","sales","medium",10,0,0,273,3,74,88,0
"14155","accounting","medium",10,0,0,245,3,72,85,0
"14156","support","medium",10,0,1,264,5,68,99,0
"14157","technical","medium",10,0,0,268,3,73,94,0
"14158","management","medium",3,0,0,172,3,94,63,0
"14159","marketing","medium",3,0,0,245,3,90,85,0
"14160","marketing","medium",3,0,0,192,5,66,95,0
"14161","marketing","high",4,0,0,268,3,66,71,0
"14162","sales","low",3,0,0,244,4,88,49,0
"14163","sales","medium",4,0,0,222,4,69,71,0
"14164","sales","medium",2,0,0,239,5,62,52,0
"14165","sales","medium",4,0,0,143,3,72,48,0
"14166","sales","medium",3,0,0,160,3,79,82,0
"14167","sales","low",7,0,0,255,2,76,83,0
"14168","sales","low",7,0,0,152,4,87,85,0
"14169","sales","low",7,0,0,226,4,64,57,0
"14170","IT","low",7,0,0,266,5,63,16,0
"14171","product_mng","low",7,0,0,256,5,64,85,0
"14172","product_mng","low",3,0,1,198,3,67,82,0
"14173","product_mng","low",7,0,0,254,4,89,90,0
"14174","product_mng","low",7,0,0,104,2,64,92,0
"14175","IT","low",7,0,0,136,4,48,90,0
"14176","IT","low",3,0,0,205,5,80,82,0
"14177","IT","low",3,0,1,236,4,81,84,0
"14178","IT","low",3,0,0,176,3,65,92,0
"14179","IT","low",3,0,0,148,3,82,82,0
"14180","IT","low",3,0,1,146,4,80,80,0
"14181","IT","low",2,0,0,242,3,85,60,0
"14182","marketing","high",6,0,1,115,5,38,14,0
"14183","accounting","high",3,0,0,150,4,89,85,0
"14184","accounting","high",8,0,0,239,3,81,55,0
"14185","IT","medium",8,0,0,178,4,71,49,0
"14186","IT","medium",8,0,0,263,5,58,82,0
"14187","management","high",8,0,0,272,3,77,59,0
"14188","marketing","medium",8,0,0,133,3,82,90,0
"14189","marketing","medium",3,0,1,149,3,72,62,0
"14190","marketing","medium",2,0,0,193,3,68,61,0
"14191","sales","medium",3,0,1,174,5,55,52,0
"14192","sales","medium",5,0,0,223,4,87,79,0
"14193","sales","medium",8,0,0,201,4,89,49,0
"14194","sales","medium",8,0,0,139,2,67,73,0
"14195","sales","medium",8,0,0,241,5,49,67,0
"14196","sales","medium",4,0,1,187,4,61,52,0
"14197","sales","medium",3,0,0,192,4,64,72,0
"14198","IT","medium",4,0,0,142,5,50,48,0
"14199","product_mng","medium",4,0,0,229,4,79,19,0
"14200","product_mng","high",7,0,0,104,3,49,49,0
"14201","product_mng","low",7,0,0,255,3,76,90,0
"14202","product_mng","medium",7,0,0,212,4,49,49,0
"14203","IT","medium",7,0,0,235,2,53,60,0
"14204","IT","medium",3,0,1,237,3,85,62,0
"14205","management","high",10,1,0,253,4,50,64,0
"14206","management","high",10,1,0,193,3,94,22,0
"14207","management","high",10,1,1,259,3,55,90,0
"14208","management","high",10,1,0,266,5,95,74,0
"14209","management","high",10,1,0,185,3,54,85,0
"14210","marketing","high",10,1,0,172,3,65,33,0
"14211","IT","low",3,0,0,180,4,73,50,0
"14212","sales","low",3,0,0,157,2,53,38,1
"14213","sales","medium",6,0,0,262,5,86,80,1
"14214","sales","medium",4,0,0,272,7,88,11,1
"14215","sales","low",5,0,0,223,5,87,72,1
"14216","sales","low",3,0,0,159,2,52,37,1
"14217","sales","low",3,0,0,153,2,50,41,1
"14218","sales","low",4,0,0,247,6,77,10,1
"14219","sales","low",5,0,0,259,5,85,92,1
"14220","sales","low",5,0,0,224,5,100,89,1
"14221","sales","low",3,0,0,142,2,53,42,1
"14222","sales","low",3,0,0,135,2,54,45,1
"14223","sales","low",4,0,0,305,6,81,11,1
"14224","sales","low",5,0,0,234,4,92,84,1
"14225","sales","low",3,0,0,148,2,55,41,1
"14226","sales","low",3,0,0,137,2,56,36,1
"14227","sales","low",3,0,0,143,2,54,38,1
"14228","sales","low",3,0,0,160,2,47,45,1
"14229","sales","low",6,0,0,255,4,99,78,1
"14230","sales","low",3,1,1,160,2,51,45,1
"14231","sales","low",5,0,0,262,5,89,76,1
"14232","sales","low",4,0,0,282,6,83,11,1
"14233","sales","low",3,0,0,147,2,55,38,1
"14234","sales","low",4,0,0,304,6,95,9,1
"14235","sales","low",3,0,0,139,2,57,46,1
"14236","sales","low",3,0,0,158,2,53,40,1
"14237","sales","low",5,0,0,242,5,92,89,1
"14238","sales","low",5,0,0,239,4,87,82,1
"14239","sales","low",3,0,0,135,2,49,40,1
"14240","accounting","low",3,0,0,128,2,46,41,1
"14241","accounting","low",3,0,0,132,2,50,38,1
"14242","accounting","low",4,0,0,294,6,62,9,1
"14243","hr","low",3,0,0,134,2,57,45,1
"14244","hr","low",3,0,0,145,2,51,40,1
"14245","hr","low",3,0,0,140,2,55,45,1
"14246","hr","low",6,0,0,246,4,87,84,1
"14247","technical","low",4,0,0,255,6,94,10,1
"14248","technical","low",3,0,0,137,2,46,38,1
"14249","technical","low",3,0,0,126,2,50,45,1
"14250","technical","low",4,0,0,306,6,89,11,1
"14251","technical","low",3,0,0,152,2,54,41,1
"14252","technical","low",5,0,0,269,5,88,87,1
"14253","technical","low",3,0,0,158,2,48,45,1
"14254","technical","low",3,0,0,127,2,46,40,1
"14255","technical","low",4,0,0,281,7,80,10,1
"14256","technical","low",4,0,0,276,6,89,9,1
"14257","technical","low",4,0,0,182,3,74,84,1
"14258","support","low",3,0,0,147,2,55,40,1
"14259","support","low",6,0,0,273,3,70,57,1
"14260","support","low",3,0,0,148,2,54,40,1
"14261","support","low",3,0,0,147,2,47,43,1
"14262","support","low",2,0,0,152,6,78,13,1
"14263","support","low",3,0,0,135,2,55,44,1
"14264","support","low",3,0,0,134,2,55,38,1
"14265","support","low",3,0,0,132,2,54,39,1
"14266","support","low",4,0,0,307,7,92,10,1
"14267","support","low",3,0,0,140,2,46,37,1
"14268","support","low",4,0,0,255,7,94,11,1
"14269","technical","low",4,0,0,309,6,81,10,1
"14270","technical","low",3,0,0,128,2,54,38,1
"14271","technical","low",5,0,0,225,4,100,85,1
"14272","management","medium",5,0,0,226,5,91,85,1
"14273","IT","medium",4,0,0,308,7,93,11,1
"14274","IT","medium",5,0,0,244,6,95,10,1
"14275","IT","medium",3,0,0,132,2,56,36,1
"14276","IT","medium",4,0,0,286,6,94,11,1
"14277","IT","medium",4,0,0,161,6,70,81,1
"14278","product_mng","medium",3,0,0,153,2,54,43,1
"14279","product_mng","medium",6,0,0,264,4,98,90,1
"14280","product_mng","medium",5,0,1,223,5,86,76,1
"14281","product_mng","medium",3,0,0,135,2,50,43,1
"14282","IT","medium",3,0,0,277,2,99,74,1
"14283","product_mng","medium",4,0,0,275,5,77,9,1
"14284","product_mng","high",3,0,0,149,2,49,45,1
"14285","product_mng","low",4,0,0,295,7,87,9,1
"14286","product_mng","medium",4,0,0,277,6,97,11,1
"14287","product_mng","medium",4,0,0,306,7,79,11,1
"14288","product_mng","medium",4,0,0,295,6,83,10,1
"14289","marketing","medium",3,0,0,137,2,54,40,1
